Ben Kingsley,"Originally born in captivity in the menagerie of the Rajah of Oodeypore, India, Bagheera began to pine for his freedom after he ran away with his friends. Once he was mature and strong enough he broke the lock on his cage and escaped into the jungle, where his ferocity and cunning won him the respect of all its other inhabitants, except Shere Khan the tiger (likely out of his arrogance). Bagheera revealed all this to Mowgli later. None but Mowgli ever learned that Bagheera once wore a collar and chain, explaining the cat's special insight concerning Men."
Ben Kingsley,"Bagheera is presented as a wise figure. Level-headed and intelligent, the panther is amongst the most down-to-earth residents of the jungle. When first introduced, he is seen as a selfless and caring individual, rescuing the orphaned Mowgli, and going out of his way to ensure his safety from that moment forward. Although he cares a great deal about the man-cub, Bagheera is also easily frustrated and intolerable of tomfoolery. This would result in rather heated arguments against the two, specifically in regards to whether or not Mowgli should remain in the jungle or return to the Man Village to live amongst his own species. Bagheera's temper can occasionally blind his sense of judgment, resulting in careless behavior such as abandoning Mowgli in the jungle despite the knowing dangers that lurk. Nevertheless, he is quick to reform and repeatedly finds himself by Mowgli's side once again. He is a devoted ally and makes it a crucial objective to protect those he cares about."
Ben Kingsley,"Bagheera is also commonly known as the foil of Baloo the bear, whom the former views as a ""stupid, jungle bum"". The two have opposite personalities, and continuously annoy one another with their need to push their own personal opinions onto each other. Nevertheless, these conflicts mostly centered around Mowgli's fate, and the two generally share a brotherly bond. Following the climax, when it appeared Baloo had met his demise, Bagheera revealed that he truly did care for the bear, and was notably embarrassed to see that Baloo had overheard his heartfelt eulogy. Once Mowgli made the decision to return to the Man Village, Bagheera and Baloo joyfully returned to their lives in the jungle, setting aside their differences and remained together as best friends."
Benedict Cumberbatch,"Prior to his accident, Strange had a massive ego and pride that fueled his career. As a result, Strange only took on patients that he believed would help benefit his status, even refusing to heal a U.S. Army Colonel's back, albeit it was because this injury was a simple one any neurosurgeon can fix. His work was also driven by a desire to control death and time, which led him to refuse even looking into any patient he perceived to have little chance of recovery to avoid ruining his track record. However, if he also perceived the chance a patient could survive, he would help them recover even if it would not benefit his public image, showing that at his core, he does care about saving people. In addition, he seemed to prioritize his research over his physician work, as he stated his work would save thousands for years to come, whereas a physician would only save a handful of patients that they'd have to directly interact with. This, however, changed after his accident, which left Strange a broken man and constantly frustrated due to being incapable of returning to the life he knew. Upon visiting Kamar-Taj, Strange initially maintained his narrow-minded arrogance and stubbornly refused to believe that the Ancient One was telling the truth until she forcibly demonstrated astral projection and sent him across multiple dimensions to prove her point."
Benedict Cumberbatch,"Strange has shown extreme determination and stubbornness, a useful trait in a doctor as he would never give up on his patients, even when one was called dead with a bullet in his brain. Also, Strange was able to determine the patient was still alive to successfully save him. He spent most of his remaining money in seven different surgeries to attempt to heal his hands to the point of near bankruptcy, remained outside of Kamar-Taj's front door for five hours after being initially thrown out, then spent most of his time at Kamar-Taj studying and improving his abilities, even going as far as studying while sleeping through astral projection. He even allowed himself to be violently killed by countless times by Dormammu until he gave in to his demands and later giving up the Time Stone to Thanos in exchange for saving Tony Stark's life when he was about to be killed by the Mad Titan, even though wanted to save the Time Stone first. Despite his determined and stubborn attitude, Strange has shown to be the voices of reason to those around him."
Benedict Cumberbatch,"Through his training with the Ancient One, Strange gained a newfound appreciation for the natural order of things due to his studies of the Mystic Arts and became more humble. However, this was not to say he was a completely changed man; he retained a cocky attitude when dealing with people and things, as seen in how he behaved when he went to borrow books from Wong. This, coupled with his inquisitiveness and willingness to break rules, made him an odd one in Kamar-Taj and constantly an annoyance to many of his peers. However, due to this nature of his, he was also more willing to compromise and be somewhat flexible with his principles, quickly accepting that the Ancient One broke her own rules to do what was deemed necessary to protect the world, and he had to be willing to do so himself, which, when combined with his natural talent in the Mystic Arts, had the Ancient One name him as the new Master of the New York Sanctum, despite his relative lack of training and inexperience."
Benedict Cumberbatch,"Having trained as a doctor, Strange is a pacifist as he tries to avoid in killing and physically harming people, as it goes against the Hippocratic oath. He was disgusted by his actions in killing Lucian Aster, stating he became a doctor to save lives, not take them. However, neither the Ancient One nor Karl Mordo was especially sympathetic towards this, with the former stating it was his towering ego and delusion that he could control death itself that made him become a doctor and the latter simply calling him a coward for not having the spine to do what has to be done. Nevertheless, Strange claimed that there were other ways to defeat their enemies, a claim he ultimately proved correct by defeating Dormammu without killing him. However, overtime, Strange has come to terms that he would have to forsaken his pacifist in killing and physically harming people in order to do what's right, but it mostly shows that he did grow a spine in order to do what needed to be done. Strange even goes to the point of not caring what happens to anyone that has mental and physical issues, as shown when he was going to allow a group of villains from different universes with their own Spider-Men to return to their universes and meet their fates instead of helping them, which goes against his nature as a doctor, although his intentions were to preserve the safety of the Multiverse."
Benedict Cumberbatch,"Despite coming off as arrogant and genuinely selfish, Strange does have good intentions and is open-minded. Also, Strange shows loyalty to those he considers his allies or friends and would help them in anyway he could. Strange has even shown an emotional side, especially when it comes to those who are closes to him, as he nearly broke down after the Ancient One's death, saying goodbye to Christine Palmer, the prospect of losing his memory of Peter Parker, seeing the memory of Palmer giving him his watch and having to recall his sister's death. In addition, Strange would show a soft spot for orphaned children or teenagers, as he showed this to Spider-Man and America Chavez. However, Strange's greatest strength is his flexibility, as shown when he used the time stone to give himself and Mordo a second chance in stopping the Hong Kong Sanctum from getting destroyed by Kaecilius and letting Dormammu into their universe. Strange also willing help Thor locate Odin so he and Loki would return to Asgard, in spite of his mistrust."
Benedict Cumberbatch,"During his talk with Kaecilius, Strange began to see his own failings reflected in him and started showing signs of self-improvement, as shown when he expressed a newfound trust in Nicodemus West. Also, during his talk with the Ancient One before her death, he admitted that his fear of failure is what pushed him to be a successful neurosurgeon. In addition, Strange has confessed to his alternate self and later to another universe Christine Palmer, that the reason why he often comes off as aloof and arrogant, as well as controlling and sometimes paranoid is due to his childhood trauma of having to watch his younger sister drown because he was unable to do anything to save her. The sense of helplessness that he felt that day has developed into a need to always keep everything under control, due to his own fear of ever having to go through such trauma again. Strange also developed a fear of losing those who are closes to him. In addition, Strange seems to have a severe case of misophonia, meaning he is greatly distracted by even the slightest sound when he requires absolute focus. This was shown when he was operating on a patient and asked West to cover his watch as the ticking was distracting him, this even extended to his performing of spells, as Spider-Man's constant chattering in an attempt to make alterations to his spell distracted him and made him lose control of it and break open the multiverse."
Benedict Cumberbatch,"Through his fear of losing those who are closes to him, Strange tries not to hurt or damage the lives of those around him, as shown when he was reluctant to tell his friends and fellow superheroes, especially Stark, the outcome against Thanos as he hoped for another way to defeat him until he realized that there wasn't and had no choice but to make sure the only victory against the mad titan would happen and how he hesitated and got emotional in going through with the spell that would make himself and the world forget Peter Parker. However, Strange has been secretly blaming himself for sacrificing Stark's life as he felt responsible for how the lives of his friends and allies got damaged because of his actions, even though his efforts saved the universe. This was shown when Strange felt at fault for Parker's identity as Spider-Man getting exposed by one of his enemies and ruining his life, which contributed to his decision to help the boy. Strange also showed remorse and sympathized with Wanda Maximoff as he feels guilty, because he gave Thanos the Time Stone, that she had to kill someone she loved to stop the mad titan, but it turned out to be for nothing, created a hex in a town, got corrupted by the Darkhold and became the Scarlet Witch. However, Strange's guilt was mostly because he had come to see Stark and Parker as his friends."
